Name,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Car Body Style,highway MPG,city MPG
PONTIAC AZTEK,PONTIAC,Aztek,2003,regular unleaded,185,6,Automatic,AllWheelDrive,4,Crossover,SUV,22,16
PONTIAC BONNEVILLE,PONTIAC,Bonneville,2003,regular unleaded,205,6,Automatic,FrontWheelDrive,4,N/A,Sedan,27,17
PONTIAC FIREBIRD,PONTIAC,Firebird,2000,regular unleaded,200,6,Manual,RearWheelDrive,2,"Hatchback,Performance",Hatchback,28,17
PONTIAC G3,PONTIAC,G3,2009,regular unleaded,106,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,34,27
PONTIAC G5,PONTIAC,G5,2007,regular unleaded,148,4,Manual,FrontWheelDrive,2,N/A,Coupe,31,22
PONTIAC G6,PONTIAC,G6,2008,regular unleaded,217,6,Automatic,FrontWheelDrive,2,N/A,Convertible,26,17
PONTIAC G8,PONTIAC,G8,2008,regular unleaded,361,8,Automatic,RearWheelDrive,4,High-Performance,Sedan,24,15
PONTIAC GRAND AM,PONTIAC,Grand Am,2003,regular unleaded,175,6,Automatic,FrontWheelDrive,2,N/A,Coupe,27,18
PONTIAC GRAND PRIX,PONTIAC,Grand Prix,2006,regular unleaded,260,6,Automatic,FrontWheelDrive,4,N/A,Sedan,26,17
PONTIAC GTO,PONTIAC,GTO,2004,premium unleaded (required),350,8,Automatic,RearWheelDrive,2,High-Performance,Coupe,20,15
PONTIAC LE MANS,PONTIAC,Le Mans,1991,regular unleaded,74,4,Manual,FrontWheelDrive,2,N/A,Coupe,34,25
PONTIAC MONTANA,PONTIAC,Montana,2003,regular unleaded,185,6,Automatic,FrontWheelDrive,4,N/A,Passenger Minivan,24,17
PONTIAC MONTANA SV6,PONTIAC,Montana SV6,2006,regular unleaded,201,6,Automatic,FrontWheelDrive,4,N/A,Passenger Minivan,23,16
PONTIAC SOLSTICE,PONTIAC,Solstice,2007,regular unleaded,177,4,Manual,RearWheelDrive,2,Performance,Convertible,26,17
PONTIAC SUNBIRD,PONTIAC,Sunbird,1992,regular unleaded,111,4,Manual,FrontWheelDrive,2,N/A,Coupe,32,22
PONTIAC SUNFIRE,PONTIAC,Sunfire,2003,regular unleaded,140,4,Manual,FrontWheelDrive,2,N/A,Coupe,30,22
PONTIAC TORRENT,PONTIAC,Torrent,2007,regular unleaded,185,6,Automatic,AllWheelDrive,4,Crossover,SUV,23,17
PONTIAC TRANS SPORT,PONTIAC,Trans Sport,1996,regular unleaded,180,6,Automatic,FrontWheelDrive,3,N/A,Passenger Minivan,24,17
PONTIAC VIBE,PONTIAC,Vibe,2008,regular unleaded,126,4,Manual,FrontWheelDrive,4,N/A,Wagon,33,26
PORSCHE 718 CAYMAN,PORSCHE,718 Cayman,2017,premium unleaded (required),300,4,Manual,RearWheelDrive,2,"Luxury,High-Performance",Coupe,28,21
PORSCHE 911,PORSCHE,911,2015,premium unleaded (required),350,6,Manual,RearWheelDrive,2,"Luxury,High-Performance",Convertible,27,19
PORSCHE 928,PORSCHE,928,1993,regular unleaded,345,8,Manual,RearWheelDrive,2,"Hatchback,Luxury,Performance",Hatchback,17,11
PORSCHE 944,PORSCHE,944,1990,regular unleaded,208,4,Manual,RearWheelDrive,2,"Hatchback,Luxury,Performance",Hatchback,24,15
PORSCHE 968,PORSCHE,968,1993,regular unleaded,236,4,Manual,RearWheelDrive,2,"Luxury,Performance",Convertible,24,15
PORSCHE BOXSTER,PORSCHE,Boxster,2014,premium unleaded (required),315,6,Manual,RearWheelDrive,2,"Luxury,High-Performance",Convertible,28,20
PORSCHE CARRERA GT,PORSCHE,Carrera GT,2004,premium unleaded (required),605,10,Manual,RearWheelDrive,2,"Exotic,Luxury,High-Performance",Convertible,15,9
PORSCHE CAYENNE,PORSCHE,Cayenne,2015,premium unleaded (required),420,6,Automatic,AllWheelDrive,4,"Crossover,Luxury,Performance",SUV,24,17
PORSCHE CAYMAN,PORSCHE,Cayman,2014,premium unleaded (required),275,6,Manual,RearWheelDrive,2,"Luxury,High-Performance",Coupe,30,20
PORSCHE CAYMAN S,PORSCHE,Cayman S,2006,premium unleaded (required),295,6,Manual,RearWheelDrive,2,"Luxury,High-Performance",Coupe,26,18
PORSCHE MACAN,PORSCHE,Macan,2015,premium unleaded (required),400,6,Automated_Manual,AllWheelDrive,4,"Crossover,Luxury,Performance",SUV,23,17
PORSCHE PANAMERA,PORSCHE,Panamera,2015,premium unleaded (required),570,8,Automated_Manual,AllWheelDrive,4,"Luxury,High-Performance",Sedan,24,15
ROLLS-ROYCE CORNICHE,ROLLS-ROYCE,Corniche,2001,premium unleaded (required),325,8,Automatic,RearWheelDrive,2,"Exotic,Luxury",Convertible,15,10
ROLLS-ROYCE DAWN,ROLLS-ROYCE,Dawn,2016,premium unleaded (required),563,12,Automatic,RearWheelDrive,2,"Exotic,Luxury,High-Performance",Convertible,19,12
ROLLS-ROYCE GHOST,ROLLS-ROYCE,Ghost,2012,premium unleaded (required),563,12,Automatic,RearWheelDrive,4,"Exotic,Luxury,Performance",Sedan,20,13
ROLLS-ROYCE GHOST SERIES II,ROLLS-ROYCE,Ghost Series II,2015,premium unleaded (required),563,12,Automatic,RearWheelDrive,4,"Exotic,Luxury,Performance",Sedan,21,13
ROLLS-ROYCE PARK WARD,ROLLS-ROYCE,Park Ward,2001,premium unleaded (required),322,12,Automatic,RearWheelDrive,4,"Exotic,Luxury",Sedan,15,11
ROLLS-ROYCE PHANTOM,ROLLS-ROYCE,Phantom,2014,premium unleaded (required),453,12,Automatic,RearWheelDrive,4,"Exotic,Luxury,Performance",Sedan,19,11
ROLLS-ROYCE PHANTOM COUPE,ROLLS-ROYCE,Phantom Coupe,2014,premium unleaded (required),453,12,Automatic,RearWheelDrive,2,"Exotic,Luxury,Performance",Coupe,19,11
ROLLS-ROYCE PHANTOM DROPHEAD COUPE,ROLLS-ROYCE,Phantom Drophead Coupe,2014,premium unleaded (required),453,12,Automatic,RearWheelDrive,2,"Exotic,Luxury,Performance",Convertible,19,11
ROLLS-ROYCE SILVER SERAPH,ROLLS-ROYCE,Silver Seraph,2001,premium unleaded (required),322,12,Automatic,RearWheelDrive,4,"Exotic,Luxury",Sedan,15,11
ROLLS-ROYCE WRAITH,ROLLS-ROYCE,Wraith,2014,premium unleaded (required),624,12,Automatic,RearWheelDrive,2,"Exotic,Luxury,High-Performance",Coupe,21,13
SAAB 43899,SAAB,09.Mar,2009,premium unleaded (recommended),210,4,Automatic,AllWheelDrive,4,Luxury,Wagon,27,17
SAAB 43960,SAAB,09.May,2009,premium unleaded (recommended),260,4,Automatic,FrontWheelDrive,4,"Luxury,Performance",Sedan,27,17
SAAB 900,SAAB,900,1996,regular unleaded,185,4,Manual,FrontWheelDrive,2,"Hatchback,Luxury,Performance",Hatchback,26,18
SAAB 9000,SAAB,9000,1996,regular unleaded,225,4,Manual,FrontWheelDrive,4,"Hatchback,Factory Tuner,Luxury,Performance",Hatchback,25,18
SAAB 9-2X,SAAB,9-2X,2005,premium unleaded (required),227,4,Manual,AllWheelDrive,4,"Luxury,Performance",Wagon,24,17
SAAB 9-3 GRIFFIN,SAAB,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,Manual,FrontWheelDrive,4,"Flex Fuel,Luxury",Sedan,33,20
SAAB 9-4X,SAAB,9-4X,2011,premium unleaded (required),265,6,Automatic,FrontWheelDrive,4,"Crossover,Luxury",SUV,25,18
SAAB 9-7X,SAAB,9-7X,2007,regular unleaded,290,6,Automatic,AllWheelDrive,4,Luxury,SUV,20,14
SCION FR-S,SCION,FR-S,2014,premium unleaded (required),200,4,Manual,RearWheelDrive,2,Performance,Coupe,30,22
SCION IA,SCION,iA,2016,regular unleaded,106,4,Automatic,FrontWheelDrive,4,N/A,Sedan,42,33
SCION IM,SCION,iM,2016,regular unleaded,137,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,36,27
SCION IQ,SCION,iQ,2013,regular unleaded,94,4,Automatic,FrontWheelDrive,2,Hatchback,Hatchback,37,36
SCION TC,SCION,tC,2014,regular unleaded,179,4,Manual,FrontWheelDrive,2,Hatchback,Hatchback,31,23
SCION XA,SCION,xA,2004,regular unleaded,108,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,34,27
SCION XB,SCION,xB,2013,regular unleaded,158,4,Manual,FrontWheelDrive,4,N/A,Wagon,28,22
SCION XD,SCION,xD,2012,regular unleaded,128,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,33,27
SPYKER C8,SPYKER,C8,2009,premium unleaded (required),400,8,Manual,RearWheelDrive,2,"Exotic,High-Performance",Coupe,18,13
SUBARU B9 TRIBECA,SUBARU,B9 Tribeca,2006,premium unleaded (required),250,6,Automatic,AllWheelDrive,4,Crossover,SUV,21,16
SUBARU BAJA,SUBARU,Baja,2004,regular unleaded,165,4,Automatic,AllWheelDrive,4,Crossover,Crew Cab Pickup,25,19
SUBARU BRZ,SUBARU,BRZ,2015,premium unleaded (required),200,4,Manual,RearWheelDrive,2,Performance,Coupe,30,22
SUBARU CROSSTREK,SUBARU,Crosstrek,2016,regular unleaded,160,4,Automatic,AllWheelDrive,4,"Crossover,Hybrid",SUV,34,30
SUBARU FORESTER,SUBARU,Forester,2015,premium unleaded (required),250,4,Automatic,AllWheelDrive,4,Crossover,SUV,28,23
SUBARU IMPREZA,SUBARU,Impreza,2015,regular unleaded,148,4,Automatic,AllWheelDrive,4,Hatchback,Hatchback,37,28
SUBARU IMPREZA WRX,SUBARU,Impreza WRX,2013,premium unleaded (required),265,4,Manual,AllWheelDrive,4,"Hatchback,Performance",Hatchback,25,19
SUBARU JUSTY,SUBARU,Justy,1992,regular unleaded,73,3,Manual,four wheel drive,2,Hatchback,Hatchback,29,24
SUBARU LEGACY,SUBARU,Legacy,2015,regular unleaded,175,4,Automatic,AllWheelDrive,4,N/A,Sedan,36,26
SUBARU LOYALE,SUBARU,Loyale,1992,regular unleaded,90,4,Manual,FrontWheelDrive,4,N/A,Wagon,28,22
SUBARU OUTBACK,SUBARU,Outback,2015,regular unleaded,175,4,Automatic,AllWheelDrive,4,Crossover,SUV,33,25
SUBARU SVX,SUBARU,SVX,1995,regular unleaded,230,6,Automatic,AllWheelDrive,2,Performance,Coupe,23,15
SUBARU TRIBECA,SUBARU,Tribeca,2012,regular unleaded,256,6,Automatic,AllWheelDrive,4,Crossover,SUV,21,16
SUBARU WRX,SUBARU,WRX,2015,premium unleaded (required),305,4,Manual,AllWheelDrive,4,"Factory Tuner,High-Performance",Sedan,23,17
SUBARU XT,SUBARU,XT,1991,regular unleaded,97,4,Manual,FrontWheelDrive,2,N/A,Coupe,29,22
SUBARU XV CROSSTREK,SUBARU,XV Crosstrek,2013,regular unleaded,148,4,Manual,AllWheelDrive,4,Crossover,SUV,30,23
SUZUKI AERIO,SUZUKI,Aerio,2005,regular unleaded,155,4,Automatic,AllWheelDrive,4,N/A,Sedan,26,21
SUZUKI EQUATOR,SUZUKI,Equator,2010,regular unleaded,152,4,Automatic,RearWheelDrive,4,N/A,Extended Cab Pickup,22,17
SUZUKI ESTEEM,SUZUKI,Esteem,2000,regular unleaded,122,4,Manual,FrontWheelDrive,4,N/A,Sedan,32,24
SUZUKI FORENZA,SUZUKI,Forenza,2006,regular unleaded,126,4,Automatic,FrontWheelDrive,4,N/A,Wagon,27,19
SUZUKI GRAND VITARA,SUZUKI,Grand Vitara,2011,regular unleaded,166,4,Automatic,RearWheelDrive,4,Crossover,SUV,25,19
SUZUKI KIZASHI,SUZUKI,Kizashi,2011,regular unleaded,180,4,Automatic,FrontWheelDrive,4,N/A,Sedan,31,23
SUZUKI RENO,SUZUKI,Reno,2006,regular unleaded,126,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,28,20
SUZUKI SAMURAI,SUZUKI,Samurai,1993,regular unleaded,66,4,Manual,four wheel drive,2,N/A,Convertible SUV,26,24
SUZUKI SIDEKICK,SUZUKI,Sidekick,1996,regular unleaded,120,4,Manual,four wheel drive,4,N/A,SUV,23,20
SUZUKI SWIFT,SUZUKI,Swift,1999,regular unleaded,79,4,Manual,FrontWheelDrive,2,Hatchback,Hatchback,39,33
SUZUKI SX4,SUZUKI,SX4,2011,regular unleaded,150,4,Manual,FrontWheelDrive,4,"Crossover,Hatchback",Hatchback,30,22
SUZUKI VERONA,SUZUKI,Verona,2004,,155,6,Automatic,FrontWheelDrive,4,N/A,Sedan,25,17
SUZUKI VITARA,SUZUKI,Vitara,2002,regular unleaded,127,4,Automatic,RearWheelDrive,2,N/A,Convertible SUV,23,20
SUZUKI X-90,SUZUKI,X-90,1996,regular unleaded,95,4,Manual,four wheel drive,2,N/A,SUV,26,22
SUZUKI XL7,SUZUKI,XL7,2007,regular unleaded,252,6,Automatic,FrontWheelDrive,4,Crossover,SUV,22,16
SUZUKI XL-7,SUZUKI,XL-7,2004,regular unleaded,185,6,Automatic,RearWheelDrive,4,N/A,SUV,21,16
TESLA MODEL S,TESLA,Model S,2014,electric,,0,Direct_Drive,RearWheelDrive,4,"Exotic,High-Performance",Sedan,90,88
TOYOTA 4RUNNER,TOYOTA,4Runner,2014,regular unleaded,270,6,Automatic,RearWheelDrive,4,N/A,SUV,23,17
TOYOTA 86,TOYOTA,86,2017,premium unleaded (recommended),205,4,Manual,RearWheelDrive,2,Performance,Coupe,28,21
TOYOTA AVALON,TOYOTA,Avalon,2015,regular unleaded,268,6,Automatic,FrontWheelDrive,4,Performance,Sedan,31,21
TOYOTA AVALON HYBRID,TOYOTA,Avalon Hybrid,2015,regular unleaded,200,4,Automatic,FrontWheelDrive,4,Hybrid,Sedan,39,40
TOYOTA CAMRY,TOYOTA,Camry,2015,regular unleaded,178,4,Automatic,FrontWheelDrive,4,N/A,Sedan,35,25
TOYOTA CAMRY HYBRID,TOYOTA,Camry Hybrid,2015,regular unleaded,200,4,Automatic,FrontWheelDrive,4,Hybrid,Sedan,38,40
TOYOTA CAMRY SOLARA,TOYOTA,Camry Solara,2006,regular unleaded,157,4,Automatic,FrontWheelDrive,2,N/A,Coupe,30,20
TOYOTA CELICA,TOYOTA,Celica,2003,regular unleaded,140,4,Automatic,FrontWheelDrive,2,Hatchback,Hatchback,33,25
TOYOTA COROLLA,TOYOTA,Corolla,2015,regular unleaded,140,4,Automatic,FrontWheelDrive,4,N/A,Sedan,42,30
TOYOTA COROLLA IM,TOYOTA,Corolla iM,2017,regular unleaded,137,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,35,27
TOYOTA CRESSIDA,TOYOTA,Cressida,1990,regular unleaded,190,6,Automatic,RearWheelDrive,4,N/A,Sedan,22,17
TOYOTA ECHO,TOYOTA,ECHO,2003,regular unleaded,108,4,Manual,FrontWheelDrive,4,N/A,Sedan,38,30
TOYOTA FJ CRUISER,TOYOTA,FJ Cruiser,2012,regular unleaded,260,6,Automatic,four wheel drive,4,N/A,SUV,20,17
TOYOTA HIGHLANDER,TOYOTA,Highlander,2015,regular unleaded,270,6,Automatic,AllWheelDrive,4,Crossover,SUV,24,18
TOYOTA HIGHLANDER HYBRID,TOYOTA,Highlander Hybrid,2014,regular unleaded,280,6,Automatic,AllWheelDrive,4,"Crossover,Hybrid",SUV,28,27
TOYOTA LAND CRUISER,TOYOTA,Land Cruiser,2015,regular unleaded,381,8,Automatic,four wheel drive,4,Luxury,SUV,18,13
TOYOTA MATRIX,TOYOTA,Matrix,2011,regular unleaded,132,4,Automatic,FrontWheelDrive,4,Hatchback,Hatchback,32,25
TOYOTA MR2,TOYOTA,MR2,1993,regular unleaded,135,4,Manual,RearWheelDrive,2,Performance,Coupe,26,19
TOYOTA MR2 SPYDER,TOYOTA,MR2 Spyder,2003,premium unleaded (required),138,4,Automated_Manual,RearWheelDrive,2,Performance,Convertible,30,22
TOYOTA PASEO,TOYOTA,Paseo,1995,regular unleaded,100,4,Manual,FrontWheelDrive,2,N/A,Coupe,33,25
TOYOTA PICKUP,TOYOTA,Pickup,1993,regular unleaded,150,6,Manual,RearWheelDrive,2,N/A,Extended Cab Pickup,20,15
TOYOTA PREVIA,TOYOTA,Previa,1995,regular unleaded,138,4,Automatic,RearWheelDrive,3,N/A,Passenger Minivan,20,15
TOYOTA PRIUS,TOYOTA,Prius,2015,regular unleaded,134,4,Automatic,FrontWheelDrive,4,"Hatchback,Hybrid",Hatchback,48,51
TOYOTA PRIUS C,TOYOTA,Prius c,2014,regular unleaded,99,4,Automatic,FrontWheelDrive,4,"Hatchback,Hybrid",Hatchback,46,53
TOYOTA PRIUS PRIME,TOYOTA,Prius Prime,2017,regular unleaded,121,4,Automatic,FrontWheelDrive,4,"Hatchback,Hybrid",Hatchback,53,55
TOYOTA PRIUS V,TOYOTA,Prius v,2015,regular unleaded,134,4,Automatic,FrontWheelDrive,4,Hybrid,Wagon,40,44
TOYOTA RAV4,TOYOTA,RAV4,2015,regular unleaded,176,4,Automatic,FrontWheelDrive,4,Crossover,SUV,31,24
TOYOTA RAV4 EV,TOYOTA,RAV4 EV,2012,electric,154,,Direct_Drive,FrontWheelDrive,4,Crossover,SUV,74,78
TOYOTA RAV4 HYBRID,TOYOTA,RAV4 Hybrid,2016,regular unleaded,194,4,Automatic,AllWheelDrive,4,"Crossover,Hybrid",SUV,31,34
TOYOTA SEQUOIA,TOYOTA,Sequoia,2015,regular unleaded,381,8,Automatic,four wheel drive,4,N/A,SUV,17,13
TOYOTA SIENNA,TOYOTA,Sienna,2015,regular unleaded,266,6,Automatic,AllWheelDrive,4,N/A,Passenger Minivan,23,16
TOYOTA SUPRA,TOYOTA,Supra,1996,regular unleaded,320,6,Automatic,RearWheelDrive,2,Performance,Coupe,22,16
TOYOTA T100,TOYOTA,T100,1996,regular unleaded,190,6,Manual,RearWheelDrive,2,N/A,Extended Cab Pickup,20,15
TOYOTA TACOMA,TOYOTA,Tacoma,2015,regular unleaded,236,6,Manual,four wheel drive,4,N/A,Crew Cab Pickup,19,15
TOYOTA TERCEL,TOYOTA,Tercel,1996,regular unleaded,93,4,Manual,FrontWheelDrive,2,N/A,Coupe,35,27
TOYOTA TUNDRA,TOYOTA,Tundra,2015,regular unleaded,310,8,Automatic,four wheel drive,4,N/A,Extended Cab Pickup,18,14
TOYOTA VENZA,TOYOTA,Venza,2013,regular unleaded,181,4,Automatic,FrontWheelDrive,4,Crossover,Wagon,26,20
TOYOTA YARIS,TOYOTA,Yaris,2015,regular unleaded,106,4,Manual,FrontWheelDrive,4,Hatchback,Hatchback,37,30
TOYOTA YARIS IA,TOYOTA,Yaris iA,2017,regular unleaded,106,4,Manual,FrontWheelDrive,4,N/A,Sedan,39,30
VOLKSWAGEN BEETLE,VOLKSWAGEN,Beetle,2015,diesel,150,4,Automated_Manual,FrontWheelDrive,2,"Hatchback,Diesel",Hatchback,41,31
VOLKSWAGEN BEETLE CONVERTIBLE,VOLKSWAGEN,Beetle Convertible,2014,regular unleaded,170,4,Automatic,FrontWheelDrive,2,N/A,Convertible,32,24
VOLKSWAGEN CABRIO,VOLKSWAGEN,Cabrio,2000,regular unleaded,115,4,Manual,FrontWheelDrive,2,N/A,Convertible,28,21
VOLKSWAGEN CABRIOLET,VOLKSWAGEN,Cabriolet,1991,regular unleaded,94,4,Manual,FrontWheelDrive,2,N/A,Convertible,29,22
VOLKSWAGEN CC,VOLKSWAGEN,CC,2015,premium unleaded (recommended),200,4,Manual,FrontWheelDrive,4,Performance,Sedan,32,21
VOLKSWAGEN CORRADO,VOLKSWAGEN,Corrado,1992,regular unleaded,158,4,Manual,FrontWheelDrive,2,"Hatchback,Performance",Hatchback,26,18
VOLKSWAGEN E-GOLF,VOLKSWAGEN,e-Golf,2015,electric,115,,Direct_Drive,FrontWheelDrive,4,Hatchback,Hatchback,105,126
VOLKSWAGEN EOS,VOLKSWAGEN,Eos,2014,premium unleaded (recommended),200,4,Automated_Manual,FrontWheelDrive,2,N/A,Convertible,30,22
VOLKSWAGEN EUROVAN,VOLKSWAGEN,EuroVan,2001,premium unleaded (required),201,6,Automatic,FrontWheelDrive,3,N/A,Passenger Minivan,18,15
VOLKSWAGEN FOX,VOLKSWAGEN,Fox,1991,regular unleaded,81,4,Manual,FrontWheelDrive,4,N/A,Sedan,30,22
VOLKSWAGEN GLI,VOLKSWAGEN,GLI,2008,premium unleaded (required),200,4,Automated_Manual,FrontWheelDrive,4,Performance,Sedan,29,22
VOLKSWAGEN GOLF,VOLKSWAGEN,Golf,2015,diesel,150,4,Automated_Manual,FrontWheelDrive,4,"Hatchback,Diesel",Hatchback,43,31
VOLKSWAGEN GOLF ALLTRACK,VOLKSWAGEN,Golf Alltrack,2017,regular unleaded,170,4,Automated_Manual,AllWheelDrive,4,Crossover,Wagon,30,22
VOLKSWAGEN GOLF GTI,VOLKSWAGEN,Golf GTI,2015,premium unleaded (recommended),220,4,Manual,FrontWheelDrive,2,"Hatchback,Performance",Hatchback,34,25
VOLKSWAGEN GOLF R,VOLKSWAGEN,Golf R,2015,premium unleaded (recommended),292,4,Automated_Manual,AllWheelDrive,4,"Hatchback,Factory Tuner,High-Performance",Hatchback,30,23
VOLKSWAGEN GOLF SPORTWAGEN,VOLKSWAGEN,Golf SportWagen,2015,diesel,150,4,Automated_Manual,FrontWheelDrive,4,Diesel,Wagon,42,31
VOLKSWAGEN GTI,VOLKSWAGEN,GTI,2012,premium unleaded (recommended),200,4,Manual,FrontWheelDrive,2,"Hatchback,Performance",Hatchback,31,21
VOLKSWAGEN JETTA,VOLKSWAGEN,Jetta,2015,regular unleaded,170,4,Automatic,FrontWheelDrive,4,N/A,Sedan,37,25
VOLKSWAGEN JETTA GLI,VOLKSWAGEN,Jetta GLI,2013,premium unleaded (recommended),210,4,Automated_Manual,FrontWheelDrive,4,Performance,Sedan,32,24
VOLKSWAGEN JETTA HYBRID,VOLKSWAGEN,Jetta Hybrid,2013,premium unleaded (required),170,4,Automated_Manual,FrontWheelDrive,4,Hybrid,Sedan,48,42
VOLKSWAGEN JETTA SPORTWAGEN,VOLKSWAGEN,Jetta SportWagen,2012,regular unleaded,170,5,Automatic,FrontWheelDrive,4,N/A,Wagon,31,24
VOLKSWAGEN NEW BEETLE,VOLKSWAGEN,New Beetle,2008,regular unleaded,150,5,Automatic,FrontWheelDrive,2,Hatchback,Hatchback,29,20
VOLKSWAGEN PASSAT,VOLKSWAGEN,Passat,2015,regular unleaded,170,4,Automatic,FrontWheelDrive,4,N/A,Sedan,36,24
VOLKSWAGEN PHAETON,VOLKSWAGEN,Phaeton,2004,premium unleaded (recommended),335,8,Automatic,AllWheelDrive,4,"Luxury,Performance",Sedan,21,14
VOLKSWAGEN R32,VOLKSWAGEN,R32,2004,premium unleaded (recommended),240,6,Manual,AllWheelDrive,2,"Hatchback,Performance",Hatchback,24,17
VOLKSWAGEN RABBIT,VOLKSWAGEN,Rabbit,2007,regular unleaded,150,5,Manual,FrontWheelDrive,4,Hatchback,Hatchback,28,19
VOLKSWAGEN ROUTAN,VOLKSWAGEN,Routan,2010,regular unleaded,197,6,Automatic,FrontWheelDrive,4,N/A,Passenger Minivan,23,16
VOLKSWAGEN TIGUAN,VOLKSWAGEN,Tiguan,2015,premium unleaded (recommended),200,4,Automatic,AllWheelDrive,4,Crossover,SUV,26,20
VOLKSWAGEN TOUAREG,VOLKSWAGEN,Touareg,2015,diesel,240,6,Automatic,AllWheelDrive,4,"Crossover,Diesel",SUV,29,20
VOLKSWAGEN TOUAREG 2,VOLKSWAGEN,Touareg 2,2008,premium unleaded (required),350,8,Automatic,AllWheelDrive,4,"Crossover,Performance",SUV,17,12
VOLKSWAGEN VANAGON,VOLKSWAGEN,Vanagon,1990,regular unleaded,90,4,Manual,four wheel drive,3,N/A,Passenger Minivan,15,14
VOLVO 240,VOLVO,240,1991,regular unleaded,114,4,Manual,RearWheelDrive,4,Luxury,Wagon,26,19
VOLVO 740,VOLVO,740,1990,regular unleaded,114,4,Manual,RearWheelDrive,4,Luxury,Sedan,26,19
VOLVO 760,VOLVO,760,1990,regular unleaded,144,6,Automatic,RearWheelDrive,4,Luxury,Sedan,19,15
VOLVO 780,VOLVO,780,1990,regular unleaded,188,4,Automatic,RearWheelDrive,2,Luxury,Coupe,20,16
VOLVO 850,VOLVO,850,1995,regular unleaded,222,5,Automatic,FrontWheelDrive,4,"Luxury,Performance",Wagon,24,17
VOLVO 940,VOLVO,940,1993,regular unleaded,114,4,Automatic,RearWheelDrive,4,Luxury,Sedan,25,17
VOLVO 960,VOLVO,960,1995,regular unleaded,181,6,Automatic,RearWheelDrive,4,Luxury,Wagon,23,15
VOLVO C30,VOLVO,C30,2011,premium unleaded (recommended),227,5,Manual,FrontWheelDrive,2,"Hatchback,Luxury",Hatchback,29,21
VOLVO C70,VOLVO,C70,2011,premium unleaded (recommended),227,5,Automatic,FrontWheelDrive,2,Luxury,Convertible,28,19
VOLVO COUPE,VOLVO,Coupe,1991,regular unleaded,188,4,Automatic,RearWheelDrive,2,Luxury,Coupe,20,17
VOLVO S40,VOLVO,S40,2009,premium unleaded (recommended),227,5,Automatic,AllWheelDrive,4,Luxury,Sedan,26,18
VOLVO S60,VOLVO,S60,2015,regular unleaded,250,5,Automatic,AllWheelDrive,4,"Luxury,Performance",Sedan,29,20
VOLVO S60 CROSS COUNTRY,VOLVO,S60 Cross Country,2017,regular unleaded,240,4,Automatic,AllWheelDrive,4,Luxury,Sedan,30,22
VOLVO S70,VOLVO,S70,1998,regular unleaded,168,5,Manual,FrontWheelDrive,4,Luxury,Sedan,27,17
VOLVO S80,VOLVO,S80,2014,regular unleaded,240,6,Automatic,FrontWheelDrive,4,Luxury,Sedan,29,20
VOLVO S90,VOLVO,S90,1998,regular unleaded,181,6,Automatic,RearWheelDrive,4,Luxury,Sedan,23,16
VOLVO V40,VOLVO,V40,2002,premium unleaded (required),160,4,Automatic,FrontWheelDrive,4,Luxury,Wagon,27,19
VOLVO V50,VOLVO,V50,2009,premium unleaded (recommended),168,5,Automatic,FrontWheelDrive,4,Luxury,Wagon,31,20
VOLVO V60,VOLVO,V60,2015,regular unleaded,325,6,Automatic,AllWheelDrive,4,"Luxury,High-Performance",Wagon,28,19
VOLVO V60 CROSS COUNTRY,VOLVO,V60 Cross Country,2015,regular unleaded,250,5,Automatic,AllWheelDrive,4,"Crossover,Luxury",Wagon,28,20
VOLVO V70,VOLVO,V70,2008,premium unleaded (recommended),235,6,Automatic,FrontWheelDrive,4,Luxury,Wagon,24,16
VOLVO V90,VOLVO,V90,1998,regular unleaded,181,6,Automatic,RearWheelDrive,4,Luxury,Wagon,23,16
VOLVO XC,VOLVO,XC,2002,premium unleaded (required),197,5,Automatic,AllWheelDrive,4,"Crossover,Luxury",Wagon,23,17
VOLVO XC60,VOLVO,XC60,2015,regular unleaded,325,6,Automatic,AllWheelDrive,4,"Crossover,Luxury,Performance",SUV,24,17
VOLVO XC70,VOLVO,XC70,2014,regular unleaded,240,6,Automatic,FrontWheelDrive,4,"Crossover,Luxury",Wagon,26,18
VOLVO XC90,VOLVO,XC90,2014,regular unleaded,240,6,Automatic,FrontWheelDrive,4,"Crossover,Luxury",SUV,25,16
