Name,Name,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VOLKSWAGEN TOUAREG TDI (MODIFIED),Volkswagen TOUAREG TDI (modified),VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3,6,AS8,D,11.8,8.1,10.2,28,277
VOLVO S60,Volvo S60,VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223
VOLVO S60 AWD,Volvo S60 AWD,VOLVO,S60 AWD,COMPACT,2.5,5,AS6,X,11.6,8.3,10.1,28,232
VOLVO S80,Volvo S80,VOLVO,S80,MID-SIZE,3.2,6,AS6,X,11.9,8.1,10.2,28,235
VOLVO S80 AWD,Volvo S80 AWD,VOLVO,S80 AWD,MID-SIZE,3,6,AS6,X,13.2,9.5,11.5,25,264
VOLVO XC60,Volvo XC60,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13,8.9,11.2,25,258
VOLVO XC60 AWD,Volvo XC60 AWD,VOLVO,XC60 AWD,SUV - SMALL,3,6,AS6,X,13.4,9.8,11.8,24,271
VOLVO XC70 AWD,Volvo XC70 AWD,VOLVO,XC70 AWD,SUV - SMALL,3,6,AS6,X,13.4,9.8,11.8,24,271
VOLVO XC90 AWD,Volvo XC90 AWD,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,14.9,10.2,12.8,22,294
ACURA MDX SH-AWD,Acura MDX SH-AWD,ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS6,Z,12.7,9.1,11.1,25,255
ACURA RLX HYBRID,Acura RLX HYBRID,ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8,7.5,7.7,37,177
ACURA TLX,Acura TLX,ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,191
ACURA TLX SH-AWD,Acura TLX SH-AWD,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,221
ASTON MARTIN RAPIDE S,Aston Martin RAPIDE S,ASTON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A8,Z,16.8,10.9,14.2,20,327
ASTON MARTIN V12 VANTAGE S,Aston Martin V12 VANTAGE S,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,AM7,Z,19.5,12.8,16.5,17,379
ASTON MARTIN VANTAGE GT,Aston Martin VANTAGE GT,ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,338
AUDI A3,Audi A3,AUDI,A3,SUBCOMPACT,1.8,4,AM6,Z,10,7.1,8.7,32,200
AUDI A3 TDI (MODIFIED),Audi A3 TDI (modified),AUDI,A3 TDI (modified),SUBCOMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
AUDI A3 QUATTRO,Audi A3 QUATTRO,AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM6,Z,9.8,7.2,8.6,33,198
AUDI A3 CABRIOLET QUATTRO,Audi A3 CABRIOLET QUATTRO,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.1,7.5,8.9,32,205
AUDI A4 ALLROAD QUATTRO,Audi A4 ALLROAD QUATTRO,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AS8,Z,11.2,8.4,9.9,28,228
AUDI Q3,Audi Q3,AUDI,Q3,COMPACT,2,4,AS6,Z,12,8.2,10.3,27,237
AUDI Q3 QUATTRO,Audi Q3 QUATTRO,AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,237
AUDI S3,Audi S3,AUDI,S3,SUBCOMPACT,2,4,AM6,Z,10.1,7.7,9,31,207
BENTLEY CONTINENTAL GT CONVERTIBLE,Bentley CONTINENTAL GT CONVERTIBLE,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AS8,Z,17.7,10.3,14.4,20,337
BENTLEY CONTINENTAL GT3-R,Bentley CONTINENTAL GT3-R,BENTLEY,CONTINENTAL GT3-R,TWO-SEATER,4,8,AS8,Z,17.6,10.1,14.2,20,327
BMW 228I CABRIOLET,Bmw 228i CABRIOLET,BMW,228i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.4,7.1,8.9,32,205
BMW 228I COUPE,Bmw 228i COUPE,BMW,228i COUPE,SUBCOMPACT,2,4,AS8,Z,10,6.5,8.4,34,193
BMW 228I XDRIVE CABRIOLET,Bmw 228i xDRIVE CABRIOLET,BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.6,7.2,9.1,31,209
BMW 228I XDRIVE COUPE,Bmw 228i xDRIVE COUPE,BMW,228i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.3,6.7,8.7,32,200
BMW 320I SEDAN,Bmw 320i SEDAN,BMW,320i SEDAN,COMPACT,2,4,AS8,Z,10,6.5,8.4,34,193
BMW 320I XDRIVE SEDAN,Bmw 320i xDRIVE SEDAN,BMW,320i xDRIVE SEDAN,COMPACT,2,4,AS8,Z,10.3,6.7,8.7,32,200
BMW 328D XDRIVE SEDAN,Bmw 328d xDRIVE SEDAN,BMW,328d xDRIVE SEDAN,COMPACT,2,4,AS8,D,7.6,5.5,6.7,42,181
BMW 328I SEDAN,Bmw 328i SEDAN,BMW,328i SEDAN,COMPACT,2,4,AS8,Z,10,6.5,8.4,34,193
BMW 328I XDRIVE SEDAN,Bmw 328i xDRIVE SEDAN,BMW,328i xDRIVE SEDAN,COMPACT,2,4,AS8,Z,10.6,7.2,9.1,31,209
BMW 335I SEDAN,Bmw 335i SEDAN,BMW,335i SEDAN,COMPACT,3,6,AS8,Z,11.4,7.4,9.6,29,221
BMW 335I XDRIVE SEDAN,Bmw 335i xDRIVE SEDAN,BMW,335i xDRIVE SEDAN,COMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
BMW 428I CABRIOLET,Bmw 428i CABRIOLET,BMW,428i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.4,7.1,8.9,32,205
BMW 428I GRAN COUPE,Bmw 428i GRAN COUPE,BMW,428i GRAN COUPE,COMPACT,2,4,AS8,Z,10.4,7.1,8.9,32,205
BMW 428I XDRIVE CABRIOLET,Bmw 428i xDRIVE CABRIOLET,BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,11.2,7.5,9.6,29,221
BMW 428I XDRIVE GRAN COUPE,Bmw 428i xDRIVE GRAN COUPE,BMW,428i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.6,7.2,9.1,31,209
BMW 435I CABRIOLET,Bmw 435i CABRIOLET,BMW,435i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,7.6,9.9,29,228
BMW 435I GRAN COUPE,Bmw 435i GRAN COUPE,BMW,435i GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,7.4,9.6,29,221
BMW 435I XDRIVE CABRIOLET,Bmw 435i xDRIVE CABRIOLET,BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.1,8.1,10.3,27,237
BMW 435I XDRIVE GRAN COUPE,Bmw 435i xDRIVE GRAN COUPE,BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
BMW 528I SEDAN,Bmw 528i SEDAN,BMW,528i SEDAN,MID-SIZE,2,4,AS8,Z,10.4,7.1,8.9,32,205
BMW 528I XDRIVE SEDAN,Bmw 528i xDRIVE SEDAN,BMW,528i xDRIVE SEDAN,MID-SIZE,2,4,AS8,Z,10.6,7.2,9.1,31,209
BMW 535D XDRIVE SEDAN,Bmw 535d xDRIVE SEDAN,BMW,535d xDRIVE SEDAN,MID-SIZE,3,6,AS8,D,9.2,6.3,7.9,36,213
BMW 535I XDRIVE SEDAN,Bmw 535i xDRIVE SEDAN,BMW,535i xDRIVE SEDAN,MID-SIZE,3,6,AS8,Z,12.1,8.1,10.3,27,237
BMW 550I XDRIVE SEDAN,Bmw 550i xDRIVE SEDAN,BMW,550i xDRIVE SEDAN,MID-SIZE,4.4,8,AS8,Z,14.4,9.7,12.3,23,283
BMW 640I XDRIVE CABRIOLET,Bmw 640i xDRIVE CABRIOLET,BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.1,8.1,10.3,27,237
BMW 740LD XDRIVE SEDAN,Bmw 740Ld xDRIVE SEDAN,BMW,740Ld xDRIVE SEDAN,FULL-SIZE,3,6,AS8,D,10.2,7.1,8.8,32,238
BMW 740LI XDRIVE SEDAN,Bmw 740Li xDRIVE SEDAN,BMW,740Li xDRIVE SEDAN,FULL-SIZE,3,6,AS8,Z,12.1,8.1,10.3,27,237
BMW 750I XDRIVE SEDAN,Bmw 750i xDRIVE SEDAN,BMW,750i xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
BMW 750LI XDRIVE SEDAN,Bmw 750Li xDRIVE SEDAN,BMW,750Li xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
BMW 760LI SEDAN,Bmw 760Li SEDAN,BMW,760Li SEDAN,FULL-SIZE,6,12,AS8,Z,18.7,11.6,15.5,18,356
BMW ALPINA B6 XDRIVE GRAN COUPE,Bmw ALPINA B6 xDRIVE GRAN COUPE,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
BMW M235I CABRIOLET,Bmw M235i CABRIOLET,BMW,M235i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.8,8.1,10.2,28,235
BMW M235I COUPE,Bmw M235i COUPE,BMW,M235i COUPE,SUBCOMPACT,3,6,AS8,Z,11.8,8.1,10.2,28,235
BMW M235I XDRIVE COUPE,Bmw M235i xDRIVE COUPE,BMW,M235i xDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
BMW M3 SEDAN,Bmw M3 SEDAN,BMW,M3 SEDAN,COMPACT,3,6,AM7,Z,14.2,9.6,12.1,23,278
BMW M4 CABRIOLET,Bmw M4 CABRIOLET,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,278
BMW M4 COUPE,Bmw M4 COUPE,BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,278
BMW M5 SEDAN,Bmw M5 SEDAN,BMW,M5 SEDAN,MID-SIZE,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
BMW M6 COUPE,Bmw M6 COUPE,BMW,M6 COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
BMW X3 XDRIVE28D,Bmw X3 xDRIVE28d,BMW,X3 xDRIVE28d,SUV - SMALL,2,4,AS8,D,8.6,6.9,7.9,36,213
BMW X4 XDRIVE28I,Bmw X4 xDRIVE28i,BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.7,8.4,10.2,28,235
BMW X4 XDRIVE35I,Bmw X4 xDRIVE35i,BMW,X4 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,8.8,10.9,26,251
BMW X5 M,Bmw X5 M,BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,336
BMW X5 XDRIVE35D,Bmw X5 xDRIVE35d,BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,AS8,D,9.9,7.2,8.7,32,235
CADILLAC CTS,Cadillac CTS,CADILLAC,CTS,MID-SIZE,2,4,AS6,Z,11.5,7.9,9.9,29,228
CADILLAC CTS AWD,Cadillac CTS AWD,CADILLAC,CTS AWD,MID-SIZE,2,4,AS6,Z,12.3,8.5,10.6,27,244
CADILLAC CTS VSPORT,Cadillac CTS Vsport,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.1,9.9,12.7,22,292
CADILLAC ESCALADE 4WD,Cadillac ESCALADE 4WD,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,14,20,322
CADILLAC ESCALADE ESV 4WD,Cadillac ESCALADE ESV 4WD,CADILLAC,ESCALADE ESV 4WD,SUV - STANDARD,6.2,8,A6,Z,16.8,11.7,14.5,19,334
CHEVROLET CAMARO Z/28,Chevrolet CAMARO Z/28,CHEVROLET,CAMARO Z/28,COMPACT,6.2,8,M6,Z,18.1,12.3,15.5,18,357
CHEVROLET CITY EXPRESS,Chevrolet CITY EXPRESS,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.7,9,9.4,30,216
CHEVROLET COLORADO,Chevrolet COLORADO,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.8,10.5,27,242
CHEVROLET COLORADO 4WD,Chevrolet COLORADO 4WD,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.5,11.3,25,260
CHEVROLET CORVETTE Z06,Chevrolet CORVETTE Z06,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20,329
CHEVROLET EQUINOX FFV,Chevrolet EQUINOX FFV,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
CHEVROLET EQUINOX AWD FFV,Chevrolet EQUINOX AWD FFV,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10,28,230
CHEVROLET EXPRESS 2500 PASSENGER FFV,Chevrolet EXPRESS 2500 PASSENGER FFV,CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22,14.9,18.8,15,432
CHEVROLET EXPRESS 3500 PASSENGER FFV,Chevrolet EXPRESS 3500 PASSENGER FFV,CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22.2,15.1,19,15,437
CHRYSLER 200,Chrysler 200,CHRYSLER,200,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196
CHRYSLER 200 FFV,Chrysler 200 FFV,CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196
CHRYSLER 200 AWD,Chrysler 200 AWD,CHRYSLER,200 AWD,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,246
CHRYSLER 200 AWD FFV,Chrysler 200 AWD FFV,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,246
DODGE CHALLENGER SRT HELLCAT,Dodge CHALLENGER SRT HELLCAT,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,18,10.7,14.7,19,338
DODGE CHARGER SRT 392 HEMI,Dodge CHARGER SRT 392 HEMI,DODGE,CHARGER SRT 392 HEMI,FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297
DODGE CHARGER SRT HELLCAT,Dodge CHARGER SRT HELLCAT,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,18,10.7,14.7,19,338
DODGE VIPER SRT COUPE,Dodge VIPER SRT COUPE,DODGE,VIPER SRT COUPE,TWO-SEATER,8.4,10,M6,Z,19.4,11.3,15.8,18,363
FIAT 500L,Fiat 500L,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,30,216
FORD EDGE (START/STOP),Ford EDGE (Start/Stop),FORD,EDGE (Start/Stop),SUV - SMALL,2,4,AS6,X,11.3,7.9,9.8,29,225
FORD EDGE SPORT AWD,Ford EDGE SPORT AWD,FORD,EDGE SPORT AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,11.9,24,274
FORD EXPEDITION 4X4,Ford EXPEDITION 4X4,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.8,14.2,20,327
FORD EXPEDITION MAX 4X4,Ford EXPEDITION MAX 4X4,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12,14.4,20,331
FORD EXPLORER AWD (ECOBOOST),Ford EXPLORER AWD (EcoBoost),FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13,22,299
FORD T-150 WAGON,Ford T-150 WAGON,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.6,12.5,14.7,19,338
FORD T-150 WAGON FFV,Ford T-150 WAGON FFV,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.6,12.6,14.8,19,340
FORD TRANSIT CONNECT VAN,Ford TRANSIT CONNECT VAN,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.6,7.9,9.4,30,216
FORD TRANSIT CONNECT WAGON TAXI,Ford TRANSIT CONNECT WAGON TAXI,FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.5,10.4,27,239
GMC CANYON,Gmc CANYON,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.8,10.5,27,242
GMC CANYON 4WD,Gmc CANYON 4WD,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.5,11.3,25,260
GMC SAVANA 2500 PASSENGER FFV,Gmc SAVANA 2500 PASSENGER FFV,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22,14.9,18.8,15,432
GMC SAVANA 3500 PASSENGER FFV,Gmc SAVANA 3500 PASSENGER FFV,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22.2,15.1,19,15,437
GMC TERRAIN FFV,Gmc TERRAIN FFV,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
GMC YUKON DENALI 4WD,Gmc YUKON DENALI 4WD,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.2,11.4,14,20,322
GMC YUKON XL DENALI 4WD,Gmc YUKON XL DENALI 4WD,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A6,Z,16.8,11.7,14.5,19,334
HONDA CIVIC SI,Honda CIVIC Si,HONDA,CIVIC Si,COMPACT,2.4,4,M6,Z,10.8,7.6,9.4,30,216
HONDA CIVIC HYBRID,Honda CIVIC HYBRID,HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,5.3,5,5.2,54,120
HONDA PILOT 4WD,Honda PILOT 4WD,HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,X,13.8,9.7,12,24,276
HYUNDAI ELANTRA,Hyundai ELANTRA,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,8.5,6.3,7.5,38,172
HYUNDAI ELANTRA COUPE,Hyundai ELANTRA COUPE,HYUNDAI,ELANTRA COUPE,MID-SIZE,2,4,AS6,X,9.6,6.8,8.3,34,191
HYUNDAI GENESIS AWD,Hyundai GENESIS AWD,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,278
HYUNDAI GENESIS COUPE,Hyundai GENESIS COUPE,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,12.3,23,283
HYUNDAI SANTA FE AWD,Hyundai SANTA FE AWD,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13,9.7,11.5,25,264
HYUNDAI SANTA FE SPORT AWD,Hyundai SANTA FE SPORT AWD,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2,4,AS6,X,12.9,9.8,11.5,25,264
HYUNDAI SANTA FE ULTIMATE AWD,Hyundai SANTA FE ULTIMATE AWD,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,287
HYUNDAI SONATA SPORT/LIMITED,Hyundai SONATA SPORT/LIMITED,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,8.4,34,193
HYUNDAI TUCSON AWD,Hyundai TUCSON AWD,HYUNDAI,TUCSON AWD,SUV - SMALL,2,4,AS6,X,11.4,9.3,10.4,27,239
INFINITI Q60,Infiniti Q60,INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.4,8.7,10.7,26,246
INFINITI Q60 AWD,Infiniti Q60 AWD,INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,264
JAGUAR F-TYPE COUPE,Jaguar F-TYPE COUPE,JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
JAGUAR F-TYPE S COUPE,Jaguar F-TYPE S COUPE,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3,6,AS8,Z,12.2,8.7,10.6,27,244
JAGUAR F-TYPE V8 R COUPE,Jaguar F-TYPE V8 R COUPE,JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
JAGUAR XF AWD,Jaguar XF AWD,JAGUAR,XF AWD,MID-SIZE,3,6,AS8,Z,13.9,8.8,11.6,24,267
JEEP CHEROKEE FFV,Jeep CHEROKEE FFV,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
JEEP CHEROKEE 4X4 FFV,Jeep CHEROKEE 4X4 FFV,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10,28,230
JEEP RENEGADE,Jeep RENEGADE,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202
JEEP RENEGADE FFV,Jeep RENEGADE FFV,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.7,9.4,30,216
JEEP RENEGADE 4X4,Jeep RENEGADE 4X4,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202
JEEP WRANGLER 4X4,Jeep WRANGLER 4X4,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
JEEP WRANGLER UNLIMITED 4X4,Jeep WRANGLER UNLIMITED 4X4,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
KIA K900,Kia K900,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.3,8.9,11.3,25,260
KIA SEDONA SX,Kia SEDONA SX,KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,262
KIA SEDONA SXL,Kia SEDONA SXL,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,288
KIA SORENTO AWD,Kia SORENTO AWD,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,12.2,9.4,10.9,26,251
LAMBORGHINI AVENTADOR ROADSTER,Lamborghini AVENTADOR ROADSTER,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,24,14.5,19.7,14,453
LAMBORGHINI HURACAN,Lamborghini HURACAN,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.8,11.7,14.5,19,334
LAMBORGHINI VENENO ROADSTER,Lamborghini VENENO ROADSTER,LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,AM7,Z,22.1,13.9,18.4,15,423
LAND ROVER RANGE ROVER,Land Rover RANGE ROVER,LAND ROVER,RANGE ROVER,SUV - STANDARD,3,6,AS8,Z,13.9,10.4,12.3,23,283
LAND ROVER RANGE ROVER SUPERCHARGED,Land Rover RANGE ROVER SUPERCHARGED,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER RANGE ROVER SUPERCHARGED LWB,Land Rover RANGE ROVER SUPERCHARGED LWB,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER RANGE ROVER SPORT,Land Rover RANGE ROVER SPORT,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3,6,AS8,Z,14,10.5,12.4,23,285
LAND ROVER RANGE ROVER SPORT SUPERCHARGED,Land Rover RANGE ROVER SPORT SUPERCHARGED,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19,338
LEXUS NX 200T AWD,Lexus NX 200t AWD,LEXUS,NX 200t AWD,SUV - SMALL,2,4,AS6,Z,10.6,8.4,9.6,29,221
LEXUS NX 200T AWD F SPORT,Lexus NX 200t AWD F SPORT,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2,4,AS6,Z,10.8,8.8,9.9,29,228
LEXUS NX 300H AWD,Lexus NX 300h AWD,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.1,7.7,7.4,38,170
LEXUS RC 350,Lexus RC 350,LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27,244
LEXUS RC 350 AWD,Lexus RC 350 AWD,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.1,11,26,253
LEXUS RC F,Lexus RC F,LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,290
LINCOLN MKC AWD,Lincoln MKC AWD,LINCOLN,MKC AWD,SUV - SMALL,2,4,AS6,X,12.4,9,10.9,26,251
LINCOLN NAVIGATOR 4X4,Lincoln NAVIGATOR 4X4,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.8,14.2,20,327
LINCOLN NAVIGATOR L 4X4,Lincoln NAVIGATOR L 4X4,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.3,14.4,20,331
MERCEDES-BENZ B 250 4MATIC,Mercedes-Benz B 250 4MATIC,MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2,4,AS7,Z,10,7.5,8.9,32,205
MERCEDES-BENZ C 300 4MATIC,Mercedes-Benz C 300 4MATIC,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,AS7,Z,10.1,7.8,9,31,207
MERCEDES-BENZ C 400 4MATIC,Mercedes-Benz C 400 4MATIC,MERCEDES-BENZ,C 400 4MATIC,COMPACT,3,6,AS7,Z,11.1,8.4,9.9,29,228
MERCEDES-BENZ CLA 250 4MATIC,Mercedes-Benz CLA 250 4MATIC,MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2,4,AS7,Z,9.9,7.4,8.8,32,202
MERCEDES-BENZ CLA 45 AMG,Mercedes-Benz CLA 45 AMG,MERCEDES-BENZ,CLA 45 AMG,COMPACT,2,4,AS7,Z,10.2,7.7,9.1,31,209
MERCEDES-BENZ CLS 400 4MATIC,Mercedes-Benz CLS 400 4MATIC,MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3,6,AS7,Z,12.1,8.5,10.5,27,242
MERCEDES-BENZ E 400 4MATIC,Mercedes-Benz E 400 4MATIC,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3,6,AS7,Z,12,8.5,10.4,27,239
